Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Assam Rasam Rice With Pickle,Assam,Lunch,611,13.3,90.0,19.8,Veg
Katancha Style Sambar Biryani (Veg),Andhra Pradesh,Lunch,547,12.0,84.7,14.5,Veg
Kouk Gutti Vankaya Curry With Rice,Chhattisgarh,Lunch,654,13.3,94.2,19.9,Veg
Gutti Vankaya Raita Thali,Maharashtra,Lunch,460,6.3,66.1,11.1,Veg
Chole Style Palak Paneer Biryani (Veg),Delhi,Lunch,570,10.9,87.1,14.7,Veg
Gundruk Palak Paneer Curry With Rice,Sikkim,Lunch,557,10.2,78.0,19.5,Veg
Bendakaya Kadhi Chawal Curry With Rice,Andhra Pradesh,Lunch,414,17.6,50.6,15.0,Veg
Vegetable Biryani Pulav With Salad,Himachal Pradesh,Lunch,646,8.2,87.6,23.7,Veg
Kadhi Chawal Pulav With Salad,Uttarakhand,Lunch,666,10.2,99.1,18.3,Veg
Dal Tadka Steamed Rice Thali,Jammu and Kashmir,Lunch,581,6.9,69.7,21.1,Veg
Arbi Style Bhindi Masala Biryani (Veg),Uttar Pradesh,Lunch,599,8.6,70.9,21.1,Veg
Haryana Kadhi Chawal With Poriyal,Haryana,Lunch,654,18.3,85.7,23.6,Veg
Kheera Style Palak Paneer Biryani (Veg),Haryana,Lunch,591,17.0,89.5,22.1,Veg
Madhya Pradesh Khichdi With Dal,Madhya Pradesh,Lunch,497,10.8,67.9,18.3,Veg
Kadhi Chawal Dal Thali,Haryana,Lunch,467,8.9,53.4,13.4,Veg
Delhi Khichdi With Salad,Delhi,Lunch,444,10.7,69.7,10.6,Veg
Mizoram Aloo Gobi With Roti,Mizoram,Lunch,507,10.5,61.9,13.6,Veg
Uttar Pradesh Malai Kofta With Curd,Uttar Pradesh,Lunch,540,7.6,86.6,17.0,Veg
Gongura Style Palak Paneer Biryani (Veg),Andhra Pradesh,Lunch,538,8.0,79.5,14.5,Veg
Rajasthan Mixed Veg Curry With Rasam,Rajasthan,Lunch,676,12.2,80.4,20.3,Veg
Manipur Vegetable Pulao With Sambar,Manipur,Lunch,618,11.5,91.3,22.9,Veg
Gundruk Style Malai Kofta Biryani (Veg),Sikkim,Lunch,501,16.0,73.2,15.6,Veg
Madra Style Malai Kofta Biryani (Veg),Himachal Pradesh,Lunch,639,7.4,81.8,21.1,Veg
Malai Kofta Pulav With Salad,Mizoram,Lunch,532,18.8,70.3,18.0,Veg
Kang Kadhi Chawal Curry With Rice,Manipur,Lunch,433,12.7,56.3,13.0,Veg
Modak Aloo Gobi Curry With Rice,Maharashtra,Lunch,660,7.4,101.2,23.4,Veg
Uttar Pradesh Dal Makhani (Veg) With Dal,Uttar Pradesh,Lunch,605,14.3,75.3,15.9,Veg
Chana Masala Chapati Thali,Jammu and Kashmir,Lunch,693,17.7,81.9,22.3,Veg
Uttar Pradesh Dal Makhani (Veg) With Curd,Uttar Pradesh,Lunch,607,7.0,71.6,21.7,Veg
Anda Bhindi Masala Curry With Rice,Mizoram,Lunch,431,7.3,66.1,16.0,Veg
Dal Tadka Papad Thali,Uttarakhand,Lunch,549,11.5,77.6,14.0,Veg
Ootti Kadhi Chawal Curry With Rice,Manipur,Lunch,555,18.9,88.4,19.0,Veg
Himachal Pradesh Baingan Bharta With Sambar,Himachal Pradesh,Lunch,661,11.7,78.6,17.9,Veg
West Bengal Dal Makhani (Veg) With Chapati,West Bengal,Lunch,583,7.5,73.8,13.3,Veg
Sambar Pulav With Salad,Odisha,Lunch,607,11.3,84.8,20.2,Veg
Rasam Rice Poriyal Thali,Assam,Lunch,613,8.2,99.5,20.5,Veg
Telangana Dal Tadka With Curd,Telangana,Lunch,649,15.2,104.7,15.9,Veg
Matar Paneer Pulav With Salad,Telangana,Lunch,492,12.4,65.8,17.7,Veg
Baingan Bharta Poriyal Thali,Bihar,Lunch,403,14.1,62.4,10.5,Veg
Rajma Pulav With Salad,Goa,Lunch,417,19.7,58.8,14.2,Veg
Sambar Pulav With Salad,Andhra Pradesh,Lunch,669,19.8,108.2,23.6,Veg
Madhya Pradesh Khichdi With Rasam,Madhya Pradesh,Lunch,525,12.6,78.5,20.1,Veg
Avarekai Style Dal Makhani (Veg) Biryani (Veg),Karnataka,Lunch,575,13.5,65.0,17.1,Veg
Aloo Ke Gutke Style Vegetable Biryani Biryani (Veg),Uttarakhand,Lunch,550,10.0,62.8,20.7,Veg
Smoked Style Aloo Gobi Biryani (Veg),Nagaland,Lunch,642,14.1,90.6,21.3,Veg
Haryana Gutti Vankaya With Papad,Haryana,Lunch,464,13.1,72.0,12.5,Veg
Gongura Gutti Vankaya Curry With Rice,Telangana,Lunch,457,14.5,72.2,15.8,Veg
Chak-Hao Malai Kofta Curry With Rice,Manipur,Lunch,520,12.8,79.3,19.0,Veg
Bisi Bele Bath Curd Thali,Uttar Pradesh,Lunch,611,16.8,76.0,18.1,Veg
Mixed Veg Curry Chapati Thali,Sikkim,Lunch,427,15.0,64.2,10.3,Veg
Malai Kofta Pulav With Salad,Maharashtra,Lunch,672,9.3,98.6,19.3,Veg
Makki Style Rasam Rice Biryani (Veg),Punjab,Lunch,629,11.3,80.7,19.5,Veg
Kakka Style Sambar Rice Biryani (Veg),Kerala,Lunch,539,10.7,67.8,12.9,Veg
Sambar Pulav With Salad,Sikkim,Lunch,523,16.3,74.2,13.3,Veg
Lauki Mixed Veg Curry Curry With Rice,Uttar Pradesh,Lunch,404,17.6,45.7,9.6,Veg
Pappu Malai Kofta Curry With Rice,Andhra Pradesh,Lunch,528,8.7,60.0,12.5,Veg
Dhuska Style Palak Paneer Biryani (Veg),Jharkhand,Lunch,444,18.0,52.8,14.7,Veg
Sambar Chapati Thali,Uttarakhand,Lunch,529,10.1,77.0,12.4,Veg
Rajma Pulav With Salad,Madhya Pradesh,Lunch,437,9.9,50.5,12.5,Veg
Kosha Rajma Curry With Rice,Kerala,Lunch,651,19.7,79.8,18.7,Veg
Sikkim Vegetable Biryani With Dal,Sikkim,Lunch,511,14.6,60.2,15.1,Veg
Punjab Sambar Rice With Chutney,Punjab,Lunch,528,16.9,59.9,16.1,Veg
Sikkim Dal Tadka With Salad,Sikkim,Lunch,568,18.7,80.2,17.5,Veg
Vegetable Biryani Pulav With Salad,Mizoram,Lunch,435,13.6,49.0,16.6,Veg
Punjab Vegetable Biryani With Dal,Punjab,Lunch,570,15.5,75.5,18.7,Veg
Shyaphale Bisi Bele Bath Curry With Rice,Sikkim,Lunch,635,16.6,80.6,16.3,Veg
Vegetable Pulao Pulav With Salad,Jammu and Kashmir,Lunch,599,18.6,86.3,16.9,Veg
Malai Kofta Sambar Thali,Karnataka,Lunch,412,16.1,58.6,12.5,Veg
Bengalgram Dal Makhani (Veg) Curry With Rice,Karnataka,Lunch,408,6.5,47.0,14.4,Veg
Kerala Bhindi Masala With Roti,Kerala,Lunch,667,12.4,97.7,24.5,Veg
Sambar Sambar Thali,Telangana,Lunch,472,12.8,53.5,17.6,Veg
Vegetable Pulao Sambar Thali,Jharkhand,Lunch,425,18.7,65.3,10.1,Veg
Dhuska Style Mixed Veg Curry Biryani (Veg),Jharkhand,Lunch,654,14.3,93.7,15.2,Veg
Muthiya Matar Paneer Curry With Rice,Gujarat,Lunch,694,13.6,89.2,26.6,Veg
Bhinda Style Vegetable Pulao Biryani (Veg),Gujarat,Lunch,461,9.8,69.3,11.5,Veg
Dal Makhani (Veg) Raita Thali,West Bengal,Lunch,420,7.9,63.9,13.8,Veg
Bihar Mixed Veg Curry With Chutney,Bihar,Lunch,403,8.5,47.1,13.3,Veg
Aloo Gobi Pulav With Salad,Uttarakhand,Lunch,505,8.0,63.7,15.0,Veg
Vellarikka Style Mixed Veg Curry Biryani (Veg),Rajasthan,Lunch,492,16.0,70.4,11.7,Veg
Makki Aloo Gobi Curry With Rice,Punjab,Lunch,520,8.7,84.2,20.0,Veg
Pittha Style Baingan Bharta Biryani (Veg),Jharkhand,Lunch,506,9.9,61.8,18.0,Veg
Vegetable Biryani Pulav With Salad,Manipur,Lunch,422,6.8,55.2,10.9,Veg
Makki Style Kadhi Chawal Biryani (Veg),Punjab,Lunch,426,18.9,51.7,15.0,Veg
Assam Khichdi With Raita,Assam,Lunch,627,14.3,80.8,16.0,Veg
Kadhi Chawal Pickle Thali,Manipur,Lunch,450,9.3,59.9,11.5,Veg
Uttarakhand Chana Masala With Rasam,Uttarakhand,Lunch,427,18.5,51.1,16.1,Veg
Mixed Veg Curry Pulav With Salad,Madhya Pradesh,Lunch,499,14.8,80.5,12.8,Veg
Pappu Style Vegetable Pulao Biryani (Veg),Telangana,Lunch,456,17.9,61.8,11.4,Veg
Lauki Chana Masala Curry With Rice,Uttar Pradesh,Lunch,487,14.1,68.2,12.7,Veg
Khichdi Pulav With Salad,Odisha,Lunch,636,9.9,94.8,21.9,Veg
Keerai Chana Masala Curry With Rice,Rajasthan,Lunch,476,18.8,74.9,13.9,Veg
Vegetable Pulao Pulav With Salad,Kerala,Lunch,671,11.5,102.7,22.7,Veg
Malai Kofta Pulav With Salad,Andhra Pradesh,Lunch,406,15.7,53.9,10.5,Veg
Aloo Gobi Sambar Thali,West Bengal,Lunch,556,8.3,75.3,17.6,Veg
Dal Tadka Pulav With Salad,Chhattisgarh,Lunch,607,8.6,94.7,19.8,Veg
Tripura Dal Tadka With Chapati,Tripura,Lunch,671,6.5,89.8,17.9,Veg
Malpua Style Dal Makhani (Veg) Biryani (Veg),Jharkhand,Lunch,441,14.7,57.0,16.7,Veg
Goa Baingan Bharta With Poriyal,Goa,Lunch,638,14.7,83.4,16.0,Veg
Modur Style Bisi Bele Bath Biryani (Veg),Jammu and Kashmir,Lunch,522,13.6,75.7,18.0,Veg
Sambar Pickle Thali,Mizoram,Lunch,536,13.0,71.6,12.4,Veg
Baingan Bharta Pulav With Salad,West Bengal,Lunch,462,12.6,64.3,16.6,Veg
Sattu Mixed Veg Curry Curry With Rice,Bihar,Lunch,541,7.6,64.9,13.4,Veg
Gujarat Khichdi With Poriyal,Gujarat,Lunch,677,19.0,92.2,19.8,Veg
Zu Dal Tadka Curry With Rice,Nagaland,Lunch,518,17.7,71.7,14.4,Veg
Chila Kadhi Chawal Curry With Rice,Chhattisgarh,Lunch,671,17.8,90.4,18.3,Veg
Aloo Gobi Raita Thali,Telangana,Lunch,590,19.6,89.1,13.6,Veg
Aloo Gobi Pulav With Salad,West Bengal,Lunch,674,10.0,108.6,24.4,Veg
Rasam Rice Chutney Thali,Tripura,Lunch,562,14.0,75.6,16.0,Veg
Gujarat Dal Makhani (Veg) With Pickle,Gujarat,Lunch,590,12.3,95.2,18.4,Veg
Dal Tadka Pulav With Salad,Andhra Pradesh,Lunch,634,19.0,76.3,24.3,Veg
Tsaman Khichdi Curry With Rice,Jammu and Kashmir,Lunch,693,15.3,105.7,23.8,Veg
Siddu Malai Kofta Curry With Rice,Himachal Pradesh,Lunch,420,8.0,58.8,11.5,Veg
Gutti Vankaya Pickle Thali,Bihar,Lunch,567,6.8,82.0,18.1,Veg
Rajma Chutney Thali,Rajasthan,Lunch,628,15.5,100.7,24.2,Veg
Bimmas Matar Paneer Curry With Rice,Telangana,Lunch,545,10.8,69.7,16.2,Veg
Bisi Bele Bath Chapati Thali,Jammu and Kashmir,Lunch,626,10.0,95.6,24.0,Veg
Matar Paneer Rasam Thali,Odisha,Lunch,473,8.9,64.4,17.4,Veg
Tinda Style Bisi Bele Bath Biryani (Veg),Uttar Pradesh,Lunch,609,14.9,76.8,15.3,Veg
Sambar Curd Thali,Madhya Pradesh,Lunch,548,13.8,62.8,19.7,Veg
Makki Sambar Curry With Rice,Punjab,Lunch,637,9.1,96.9,15.8,Veg
Haryana Vegetable Biryani With Poriyal,Haryana,Lunch,651,18.7,94.2,14.8,Veg
Rajma Pulav With Salad,Mizoram,Lunch,585,14.1,82.4,21.5,Veg
Kadhi Chawal Pulav With Salad,Telangana,Lunch,427,9.8,57.0,16.0,Veg
Cholar Vegetable Pulao Curry With Rice,West Bengal,Lunch,439,13.2,66.2,11.1,Veg
Gutti Vankaya Pickle Thali,Andhra Pradesh,Lunch,554,9.8,81.7,15.7,Veg
Modur Sambar Curry With Rice,Jammu and Kashmir,Lunch,665,9.9,100.7,19.3,Veg
Himachal Pradesh Mixed Veg Curry With Curd,Himachal Pradesh,Lunch,513,17.6,78.1,16.2,Veg
Bamboo Style Khichdi Biryani (Veg),Tripura,Lunch,613,12.4,71.3,22.0,Veg
Dal Tadka Pulav With Salad,Himachal Pradesh,Lunch,585,7.9,78.7,22.6,Veg
Kadhi Chawal Sambar Thali,Goa,Lunch,460,9.1,71.5,11.3,Veg
Aloo Gobi Curd Thali,Rajasthan,Lunch,617,15.7,93.6,14.5,Veg
Andhra Pradesh Rajma With Salad,Andhra Pradesh,Lunch,405,16.6,61.4,15.2,Veg
Sambar Steamed Rice Thali,Gujarat,Lunch,414,7.3,64.1,15.7,Veg
Kouk Baingan Bharta Curry With Rice,Chhattisgarh,Lunch,523,13.1,60.6,18.8,Veg
Sawhchiar Style Dal Tadka Biryani (Veg),Mizoram,Lunch,544,8.4,81.7,12.1,Veg
Sambar Rice Chapati Thali,Nagaland,Lunch,587,15.8,71.5,19.6,Veg
Bendakaya Mixed Veg Curry Curry With Rice,Andhra Pradesh,Lunch,663,9.2,78.3,25.6,Veg
Andhra Pradesh Malai Kofta With Curd,Andhra Pradesh,Lunch,584,15.9,82.0,13.4,Veg
Uttar Pradesh Vegetable Biryani With Salad,Uttar Pradesh,Lunch,559,15.6,86.4,14.5,Veg
Bhindi Masala Pulav With Salad,Andhra Pradesh,Lunch,443,7.7,58.6,15.0,Veg
Andhra Pradesh Mixed Veg Curry With Raita,Andhra Pradesh,Lunch,502,14.3,81.3,12.2,Veg
Matar Paneer Pulav With Salad,Punjab,Lunch,697,14.3,104.8,24.8,Veg
Baingan Bharta Pulav With Salad,Bihar,Lunch,661,9.9,99.7,15.9,Veg
Vegetable Biryani Pulav With Salad,Punjab,Lunch,415,7.4,47.8,9.7,Veg
Dal Tadka Rasam Thali,Manipur,Lunch,567,8.1,81.4,13.5,Veg
Khichdi Pulav With Salad,Karnataka,Lunch,654,12.9,82.1,18.3,Veg
Chaat Style Dal Makhani (Veg) Biryani (Veg),Delhi,Lunch,620,18.3,73.4,18.4,Veg
Bhindi Masala Pulav With Salad,Delhi,Lunch,490,13.8,76.2,13.4,Veg
Mixed Veg Curry Pulav With Salad,Tripura,Lunch,599,12.8,70.7,20.1,Veg
Ootti Style Dal Makhani (Veg) Biryani (Veg),Manipur,Lunch,687,18.0,94.7,19.7,Veg
Sambar Pulav With Salad,Assam,Lunch,545,10.5,62.1,12.5,Veg
Chhole Baingan Bharta Curry With Rice,Punjab,Lunch,574,11.3,76.9,22.2,Veg
Odisha Baingan Bharta With Raita,Odisha,Lunch,559,14.3,88.3,13.0,Veg
Sarson Sambar Rice Curry With Rice,Haryana,Lunch,566,6.5,82.3,16.6,Veg
Koddel Matar Paneer Curry With Rice,Goa,Lunch,411,19.8,54.0,11.8,Veg
Sambar Rice Pulav With Salad,Chhattisgarh,Lunch,505,10.7,69.5,17.7,Veg
Kela Style Mixed Veg Curry Biryani (Veg),Uttar Pradesh,Lunch,503,13.0,77.9,17.8,Veg
Dal Makhani (Veg) Salad Thali,Punjab,Lunch,552,19.9,73.2,14.3,Veg
Axone Style Bisi Bele Bath Biryani (Veg),Nagaland,Lunch,539,6.9,82.2,16.2,Veg
Gujarat Baingan Bharta With Dal,Gujarat,Lunch,621,15.3,79.6,18.1,Veg
Makki Style Gutti Vankaya Biryani (Veg),Punjab,Lunch,492,18.3,70.8,15.2,Veg
Sambar Pulav With Salad,Maharashtra,Lunch,639,9.8,92.3,22.8,Veg
Chaat Style Matar Paneer Biryani (Veg),Delhi,Lunch,586,12.5,73.0,20.3,Veg
Aloo Gobi Pulav With Salad,Mizoram,Lunch,504,17.8,63.4,13.6,Veg
Vangi Style Rajma Biryani (Veg),Maharashtra,Lunch,458,8.1,52.2,16.3,Veg
Malai Kofta Pulav With Salad,Haryana,Lunch,418,8.8,52.7,9.5,Veg
Jadoh Style Rajma Biryani (Veg),Meghalaya,Lunch,648,17.0,74.7,24.1,Veg
Baingan Gutti Vankaya Curry With Rice,Uttar Pradesh,Lunch,446,11.6,68.9,16.2,Veg
Vellarikka Style Sambar Rice Biryani (Veg),Rajasthan,Lunch,667,15.3,94.4,23.4,Veg
Bhindi Masala Raita Thali,Nagaland,Lunch,454,8.5,73.1,13.4,Veg
Punjab Sambar With Dal,Punjab,Lunch,457,10.4,61.1,15.4,Veg
Makki Rasam Rice Curry With Rice,Punjab,Lunch,557,6.3,89.6,18.0,Veg
Vegetable Pulao Dal Thali,Punjab,Lunch,558,14.9,82.3,20.8,Veg
Chak-Hao Style Sambar Rice Biryani (Veg),Manipur,Lunch,404,18.7,53.4,15.6,Veg
Punjab Aloo Gobi With Salad,Punjab,Lunch,482,18.8,69.4,17.8,Veg
Mizoram Matar Paneer With Chutney,Mizoram,Lunch,641,16.3,101.8,17.8,Veg
Sambar Rice Dal Thali,Odisha,Lunch,580,11.9,86.4,18.2,Veg
Uttar Pradesh Malai Kofta With Steamed Rice,Uttar Pradesh,Lunch,494,14.8,75.1,12.1,Veg
Baingan Palak Paneer Curry With Rice,Bihar,Lunch,456,8.2,63.1,17.5,Veg
Singju Sambar Curry With Rice,Manipur,Lunch,612,11.1,80.9,17.4,Veg
Sambar Sambar Thali,Punjab,Lunch,517,18.7,83.3,13.2,Veg
Tripura Mixed Veg Curry With Rasam,Tripura,Lunch,533,8.1,85.5,13.4,Veg
Chhattisgarh Sambar Rice With Poriyal,Chhattisgarh,Lunch,653,7.7,96.8,16.6,Veg
Chole Rajma Curry With Rice,Delhi,Lunch,620,18.0,88.4,24.1,Veg
Palak Paneer Pulav With Salad,Haryana,Lunch,414,10.1,52.0,13.5,Veg
Khatta Chana Masala Curry With Rice,Himachal Pradesh,Lunch,634,7.2,86.2,23.3,Veg
Bhindi Masala Chapati Thali,Tripura,Lunch,531,7.0,74.5,12.3,Veg
Chana Masala Pulav With Salad,Himachal Pradesh,Lunch,423,6.1,58.3,12.1,Veg
Baingan Bharta Sambar Thali,Bihar,Lunch,491,9.6,67.6,18.5,Veg
Malai Kofta Pickle Thali,Uttarakhand,Lunch,671,12.1,84.2,18.4,Veg
Gongura Vegetable Biryani Curry With Rice,Telangana,Lunch,534,14.6,80.4,14.2,Veg
Matar Paneer Chapati Thali,Uttar Pradesh,Lunch,477,13.8,75.7,15.7,Veg
Vegetable Pulao Sambar Thali,Madhya Pradesh,Lunch,493,6.5,61.9,16.8,Veg
Sambar Rice Pulav With Salad,Odisha,Lunch,687,12.8,94.2,25.0,Veg
Delhi Rasam Rice With Chutney,Delhi,Lunch,545,8.5,65.9,16.7,Veg
Mooli Style Sambar Biryani (Veg),Punjab,Lunch,669,16.7,81.3,25.1,Veg
Rajasthan Vegetable Biryani With Sambar,Rajasthan,Lunch,462,11.5,65.6,17.6,Veg
Kadhi Chawal Chutney Thali,Punjab,Lunch,645,12.4,103.4,20.7,Veg
Tamil Nadu Kadhi Chawal With Papad,Tamil Nadu,Lunch,691,7.8,107.6,24.6,Veg
Haryana Kadhi Chawal With Dal,Haryana,Lunch,595,7.3,74.5,15.6,Veg
Mizoram Bhindi Masala With Raita,Mizoram,Lunch,598,16.9,75.8,20.8,Veg
Sikkim Rasam Rice With Papad,Sikkim,Lunch,558,18.7,79.6,15.7,Veg
Pappu Style Baingan Bharta Biryani (Veg),Andhra Pradesh,Lunch,598,12.7,84.1,17.5,Veg
Chhinam Matar Paneer Curry With Rice,Mizoram,Lunch,618,7.3,85.4,23.8,Veg
Chana Masala Dal Thali,Manipur,Lunch,668,7.2,90.8,15.7,Veg
Jadoh Vegetable Biryani Curry With Rice,Meghalaya,Lunch,553,17.8,76.7,15.0,Veg
Kerala Dal Makhani (Veg) With Dal,Kerala,Lunch,661,11.9,77.5,22.0,Veg
Bore Rajma Curry With Rice,Chhattisgarh,Lunch,657,6.2,98.2,19.7,Veg
Mixed Veg Curry Pulav With Salad,Meghalaya,Lunch,552,10.4,82.1,19.2,Veg
Dalpithi Gutti Vankaya Curry With Rice,Madhya Pradesh,Lunch,508,8.6,76.1,16.4,Veg
Sambar Rice Pulav With Salad,Delhi,Lunch,602,7.6,72.9,18.2,Veg
Chakhwi Style Bhindi Masala Biryani (Veg),Tripura,Lunch,584,15.7,93.8,19.5,Veg
Meghalaya Aloo Gobi With Curd,Meghalaya,Lunch,497,7.6,56.3,19.1,Veg
Dal Tadka Steamed Rice Thali,Delhi,Lunch,523,12.1,75.2,18.5,Veg
Muthiya Bisi Bele Bath Curry With Rice,Gujarat,Lunch,616,6.3,74.4,15.3,Veg
Malai Kofta Pulav With Salad,Tripura,Lunch,699,9.4,88.9,25.2,Veg
Sattu Vegetable Pulao Curry With Rice,Bihar,Lunch,621,19.7,96.2,21.4,Veg
Dhuska Dal Makhani (Veg) Curry With Rice,Jharkhand,Lunch,648,13.2,96.4,24.5,Veg
Vegetable Biryani Dal Thali,Uttarakhand,Lunch,616,14.1,86.3,16.4,Veg
Matar Paneer Pulav With Salad,Sikkim,Lunch,577,12.3,77.5,14.4,Veg
Palak Paneer Pulav With Salad,Nagaland,Lunch,659,9.1,104.1,18.4,Veg
Malai Kofta Chapati Thali,Jharkhand,Lunch,599,19.4,92.3,20.0,Veg
Baingan Bharta Pulav With Salad,Nagaland,Lunch,544,15.7,63.5,16.5,Veg
Palak Paneer Papad Thali,Maharashtra,Lunch,612,19.2,84.0,16.0,Veg
Jammu And Kashmir Vegetable Pulao With Salad,Jammu and Kashmir,Lunch,481,8.4,74.8,14.7,Veg
Pumaloi Bisi Bele Bath Curry With Rice,Meghalaya,Lunch,516,7.7,63.8,13.7,Veg
Uttar Pradesh Baingan Bharta With Salad,Uttar Pradesh,Lunch,663,14.5,78.0,15.3,Veg
Madhya Pradesh Malai Kofta With Roti,Madhya Pradesh,Lunch,452,17.5,51.8,10.8,Veg
Sambar Rice Curd Thali,Sikkim,Lunch,549,15.9,82.7,16.8,Veg
Sambar Rice Pickle Thali,Delhi,Lunch,462,17.9,62.1,13.5,Veg
Dal Tadka Pickle Thali,Mizoram,Lunch,658,8.4,82.8,22.5,Veg
Baingan Bharta Roti Thali,Odisha,Lunch,615,17.0,73.4,18.1,Veg
Matar Paneer Pulav With Salad,Himachal Pradesh,Lunch,585,19.2,78.8,20.5,Veg
Tripura Khichdi With Pickle,Tripura,Lunch,605,19.7,73.0,14.1,Veg
Vegetable Pulao Sambar Thali,Mizoram,Lunch,666,19.6,88.9,24.6,Veg
Bora Dal Makhani (Veg) Curry With Rice,Tripura,Lunch,543,18.6,77.7,13.4,Veg
Malai Kofta Rasam Thali,Bihar,Lunch,626,15.8,98.2,22.1,Veg
Sattu Palak Paneer Curry With Rice,Bihar,Lunch,571,11.5,84.8,21.1,Veg
Ambot Dal Makhani (Veg) Curry With Rice,Goa,Lunch,682,10.4,88.3,22.4,Veg
Vendakkai Style Dal Tadka Biryani (Veg),Tamil Nadu,Lunch,555,16.2,89.8,13.4,Veg
Keera Baingan Bharta Curry With Rice,Kerala,Lunch,424,16.6,67.7,12.6,Veg
Gutti Vankaya Salad Thali,Jammu and Kashmir,Lunch,693,15.4,102.7,21.4,Veg
Vellarikka Sambar Rice Curry With Rice,Rajasthan,Lunch,584,12.4,70.0,17.1,Veg
Odisha Bisi Bele Bath With Poriyal,Odisha,Lunch,643,9.0,74.8,21.5,Veg
Karela Style Sambar Biryani (Veg),Bihar,Lunch,535,14.2,77.2,20.8,Veg
Vegetable Biryani Pulav With Salad,Tripura,Lunch,465,12.8,63.0,17.8,Veg
Goa Khichdi With Papad,Goa,Lunch,416,16.5,66.4,11.8,Veg
Gutti Vankaya Pulav With Salad,Andhra Pradesh,Lunch,692,10.1,95.9,16.7,Veg
Kheera Baingan Bharta Curry With Rice,Haryana,Lunch,473,8.0,67.2,10.9,Veg
Gahat Aloo Gobi Curry With Rice,Uttarakhand,Lunch,650,6.0,90.9,15.2,Veg
Matar Paneer Pulav With Salad,Kerala,Lunch,631,18.6,95.6,19.0,Veg
Gutti Vankaya Dal Thali,Nagaland,Lunch,635,16.7,92.6,15.7,Veg
Nagaland Kadhi Chawal With Steamed Rice,Nagaland,Lunch,609,11.4,95.9,17.0,Veg
Chakko Malai Kofta Curry With Rice,Kerala,Lunch,412,14.0,62.8,14.0,Veg
Haakh Style Sambar Rice Biryani (Veg),Jammu and Kashmir,Lunch,677,14.1,78.0,21.5,Veg
Ringna Style Vegetable Biryani Biryani (Veg),Gujarat,Lunch,672,8.5,76.2,23.7,Veg
Sambar Pulav With Salad,Rajasthan,Lunch,564,11.6,64.7,20.6,Veg
Kadhi Chawal Pulav With Salad,Tamil Nadu,Lunch,670,10.4,84.0,16.2,Veg
Dal Makhani (Veg) Curd Thali,Andhra Pradesh,Lunch,530,16.8,63.7,20.2,Veg
Manipur Mixed Veg Curry With Pickle,Manipur,Lunch,413,16.0,52.6,9.9,Veg
Gongura Matar Paneer Curry With Rice,Telangana,Lunch,426,8.8,63.9,13.6,Veg
Pitha Style Khichdi Biryani (Veg),Assam,Lunch,431,10.5,60.4,10.0,Veg
Matar Paneer Salad Thali,Tamil Nadu,Lunch,700,15.5,87.4,22.0,Veg
Khlem Rasam Rice Curry With Rice,Meghalaya,Lunch,442,17.8,60.8,15.6,Veg
Saaru Style Baingan Bharta Biryani (Veg),Telangana,Lunch,675,19.3,108.4,21.2,Veg
Dal Tadka Pulav With Salad,Kerala,Lunch,485,6.0,77.2,14.7,Veg
Rajma Pulav With Salad,Jharkhand,Lunch,699,17.8,88.5,17.4,Veg
Jammu And Kashmir Sambar With Chutney,Jammu and Kashmir,Lunch,462,17.6,68.7,18.0,Veg
Matar Paneer Dal Thali,Uttarakhand,Lunch,575,14.9,92.9,19.6,Veg
Bajra Chana Masala Curry With Rice,Punjab,Lunch,568,6.2,83.5,18.7,Veg
Gutti Vankaya Pulav With Salad,Tamil Nadu,Lunch,488,11.8,76.7,16.6,Veg
Bai Style Bhindi Masala Biryani (Veg),Mizoram,Lunch,439,13.5,69.0,15.7,Veg
Sabji Sambar Rice Curry With Rice,Madhya Pradesh,Lunch,598,8.5,90.2,20.2,Veg
Sambar Rice Pulav With Salad,Tamil Nadu,Lunch,404,9.1,45.8,10.9,Veg
Baingan Bharta Rasam Thali,Himachal Pradesh,Lunch,555,17.3,68.6,21.4,Veg
Panta Vegetable Pulao Curry With Rice,West Bengal,Lunch,507,6.1,82.0,16.7,Veg
Mirapakaya Style Rajma Biryani (Veg),Andhra Pradesh,Lunch,682,8.7,101.9,22.8,Veg
Sambar Rasam Thali,Jharkhand,Lunch,433,7.8,68.9,15.8,Veg
Gahat Khichdi Curry With Rice,Uttarakhand,Lunch,672,14.6,98.5,24.8,Veg
Tamil Nadu Matar Paneer With Poriyal,Tamil Nadu,Lunch,540,7.7,74.7,16.5,Veg
Vegetable Pulao Salad Thali,Goa,Lunch,672,12.3,75.8,17.1,Veg
Karnataka Sambar With Chapati,Karnataka,Lunch,438,18.8,53.6,12.1,Veg
Karnataka Sambar Rice With Poriyal,Karnataka,Lunch,571,17.8,71.3,17.2,Veg
Lauki Vegetable Pulao Curry With Rice,Uttar Pradesh,Lunch,437,16.9,62.7,15.3,Veg
Momos Style Malai Kofta Biryani (Veg),Sikkim,Lunch,417,11.3,65.5,14.1,Veg
Meghalaya Rasam Rice With Sambar,Meghalaya,Lunch,621,6.9,90.9,19.6,Veg
Bhindi Masala Pulav With Salad,Haryana,Lunch,519,18.1,78.8,16.9,Veg
Bhindi Masala Pulav With Salad,Madhya Pradesh,Lunch,451,10.8,71.9,15.9,Veg
