Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Saga Bhindi Masala Curry With Rice,Odisha,Lunch,616,14.3,88.9,16.5,Both
Sikkim Chicken Curry With Rasam,Sikkim,Lunch,563,17.0,83.1,21.4,Both
Prawn Masala Pulav With Salad,Goa,Lunch,790,8.3,110.8,18.4,Both
Bhaji Vegetable Pulao Curry With Rice,Goa,Lunch,509,14.0,77.0,15.1,Both
Kahwa Style Egg Curry Biryani (Veg),Jammu and Kashmir,Lunch,620,30.5,73.9,14.9,Both
Dal Tadka Pulav With Salad,Andhra Pradesh,Lunch,790,17.9,108.5,22.4,Both
Batata Gutti Vankaya Curry With Rice,Maharashtra,Lunch,722,21.3,110.0,19.5,Both
Egg Curry Steamed Rice Thali,Telangana,Lunch,748,30.6,120.3,23.4,Both
Chicken Curry Dal Thali,Odisha,Lunch,755,12.1,100.0,20.7,Both
Vegetable Pulao Pulav With Salad,Tamil Nadu,Lunch,627,9.7,73.3,22.3,Both
Mutton Biryani Pulav With Salad,Chhattisgarh,Lunch,552,20.8,76.5,17.7,Both
Bisi Bele Bath Roti Thali,Gujarat,Lunch,586,28.7,73.3,21.5,Both
Goa Chicken Curry With Rasam,Goa,Lunch,666,26.6,78.7,25.2,Both
Odisha Egg Curry With Salad,Odisha,Lunch,642,10.1,77.0,21.8,Both
Madra Matar Paneer Curry With Rice,Himachal Pradesh,Lunch,515,30.9,78.3,19.2,Both
Mizoram Malai Kofta With Chutney,Mizoram,Lunch,504,15.3,74.1,12.6,Both
Nagaland Malai Kofta With Dal,Nagaland,Lunch,589,9.2,91.0,19.0,Both
Rajma Roti Thali,Manipur,Lunch,733,26.0,116.1,24.2,Both
Punjab Prawn Masala With Poriyal,Punjab,Lunch,506,21.2,80.4,13.4,Both
Axone Style Dal Tadka Biryani (Veg),Nagaland,Lunch,727,29.8,103.9,16.3,Both
Chaat Style Chicken Curry Biryani (Veg),Delhi,Lunch,587,8.4,72.4,20.0,Both
Tamil Nadu Kadhi Chawal With Chapati,Tamil Nadu,Lunch,805,27.5,92.5,22.9,Both
Bamboo Chana Masala Curry With Rice,Tripura,Lunch,671,29.9,95.3,15.3,Both
Sambar Rice Chutney Thali,Maharashtra,Lunch,809,19.2,103.3,18.3,Both
Telangana Chicken Curry With Salad,Telangana,Lunch,679,30.4,102.7,16.7,Both
Mirapakaya Rasam Rice Curry With Rice,Andhra Pradesh,Lunch,653,29.0,75.1,23.4,Both
Chhole Style Gutti Vankaya Biryani (Veg),Punjab,Lunch,749,32.3,111.4,24.1,Both
Mixed Veg Curry Pulav With Salad,Delhi,Lunch,450,14.6,52.4,16.3,Both
Bamboo Matar Paneer Curry With Rice,Nagaland,Lunch,703,27.3,109.7,24.5,Both
Baingan Bharta Pulav With Salad,Bihar,Lunch,558,8.6,90.1,18.2,Both
Kebabs (Veg) Vegetable Pulao Curry With Rice,Delhi,Lunch,795,28.4,101.0,19.0,Both
Punjab Baingan Bharta With Poriyal,Punjab,Lunch,820,27.1,115.4,22.6,Both
Chicken Chettinad Raita Thali,Meghalaya,Lunch,691,34.9,112.1,25.6,Both
Roasted Fish With Rice Pulav With Salad,Jammu and Kashmir,Lunch,545,19.2,85.6,18.2,Both
Chila Baingan Bharta Curry With Rice,Chhattisgarh,Lunch,728,18.7,100.2,16.3,Both
Arbi Style Mutton Biryani Biryani (Veg),Uttar Pradesh,Lunch,609,31.9,69.6,15.8,Both
Mooli Chicken Curry Curry With Rice,Punjab,Lunch,692,21.9,90.1,21.7,Both
Ambot Style Sambar Rice Biryani (Veg),Goa,Lunch,763,18.3,100.4,19.4,Both
Panta Style Fish Curry Biryani (Veg),West Bengal,Lunch,684,19.8,82.5,17.9,Both
Jammu And Kashmir Chana Masala With Papad,Jammu and Kashmir,Lunch,568,32.5,67.4,14.6,Both
Smoked Gutti Vankaya Curry With Rice,Nagaland,Lunch,737,30.2,111.6,16.8,Both
Chicken Biryani Sambar Thali,Uttarakhand,Lunch,682,21.4,99.8,15.5,Both
Gongura Sambar Curry With Rice,Telangana,Lunch,833,18.4,125.3,22.5,Both
Bafla Chana Masala Curry With Rice,Madhya Pradesh,Lunch,778,15.6,97.1,18.2,Both
Palak Paneer Chapati Thali,Nagaland,Lunch,513,30.3,68.8,17.1,Both
Pakhala Style Malai Kofta Biryani (Veg),Odisha,Lunch,777,21.1,116.3,23.4,Both
Chicken Curry Chapati Thali,Sikkim,Lunch,490,25.9,56.6,10.9,Both
Soppu Khichdi Curry With Rice,Rajasthan,Lunch,735,12.7,83.3,17.4,Both
Malai Kofta Pulav With Salad,Jammu and Kashmir,Lunch,835,17.3,103.2,30.6,Both
Zu Roasted Fish With Rice Curry With Rice,Nagaland,Lunch,558,24.0,89.0,13.6,Both
Makki Rasam Rice Curry With Rice,Punjab,Lunch,844,12.9,114.2,23.8,Both
Manipur Kadhi Chawal With Chutney,Manipur,Lunch,716,22.2,92.9,17.0,Both
Khatta Roasted Fish With Rice Curry With Rice,Himachal Pradesh,Lunch,467,14.1,61.4,14.5,Both
Fish Pulav Pulav With Salad,Chhattisgarh,Lunch,708,31.6,85.9,25.0,Both
Anda Prawn Masala Curry With Rice,Mizoram,Lunch,770,26.7,109.3,24.3,Both
Ghugni Style Fish Curry Biryani (Veg),West Bengal,Lunch,835,20.8,130.7,26.6,Both
Fish Pulav Curd Thali,Nagaland,Lunch,624,14.5,90.3,14.4,Both
Bhature Kadhi Chawal Curry With Rice,Himachal Pradesh,Lunch,814,26.0,117.8,26.1,Both
Matar Paneer Pulav With Salad,Haryana,Lunch,484,22.0,72.9,14.9,Both
Palak Paneer Pulav With Salad,Odisha,Lunch,616,24.7,78.2,20.2,Both
Sambar Chutney Thali,Meghalaya,Lunch,736,17.1,98.9,19.2,Both
Sikkim Kadhi Chawal With Rasam,Sikkim,Lunch,685,13.8,93.8,20.0,Both
Fish Curry Roti Thali,Bihar,Lunch,644,31.9,83.8,22.5,Both
Gutti Vankaya Pulav With Salad,Chhattisgarh,Lunch,812,20.9,116.8,20.1,Both
Chicken Biryani Sambar Thali,Delhi,Lunch,817,25.4,92.9,18.6,Both
Rajma Poriyal Thali,Nagaland,Lunch,663,24.1,87.7,18.3,Both
Lauki Vegetable Biryani Curry With Rice,Uttar Pradesh,Lunch,579,31.4,87.3,20.2,Both
Mutton Curry Pulav With Salad,Chhattisgarh,Lunch,807,29.2,130.8,18.1,Both
Goa Dal Tadka With Steamed Rice,Goa,Lunch,713,26.8,112.3,19.1,Both
Mixed Veg Curry Pulav With Salad,Manipur,Lunch,751,33.9,100.4,25.5,Both
Soppu Gutti Vankaya Curry With Rice,Telangana,Lunch,626,11.1,74.3,18.8,Both
Nagaland Kadhi Chawal With Steamed Rice,Nagaland,Lunch,581,13.6,92.8,16.1,Both
Chana Malai Kofta Curry With Rice,Odisha,Lunch,704,20.0,88.0,24.1,Both
Rasam Rice Pulav With Salad,Punjab,Lunch,615,9.3,89.7,13.8,Both
Chakhwi Style Chicken Curry Biryani (Veg),Tripura,Lunch,581,8.0,91.9,13.6,Both
Fish Curry Sambar Thali,Uttarakhand,Lunch,493,33.4,79.9,15.9,Both
Pitha Fish Pulav Curry With Rice,Assam,Lunch,661,24.3,90.8,22.1,Both
Assam Rasam Rice With Chutney,Assam,Lunch,598,28.7,78.3,17.5,Both
Chicken Biryani Raita Thali,Manipur,Lunch,628,28.4,82.8,24.3,Both
Madra Sambar Curry With Rice,Himachal Pradesh,Lunch,722,20.0,107.8,20.6,Both
Gujarat Kadhi Chawal With Dal,Gujarat,Lunch,832,9.5,114.4,25.7,Both
Keerai Style Chicken Curry Biryani (Veg),Rajasthan,Lunch,647,15.2,96.3,22.5,Both
Mixed Veg Curry Pulav With Salad,Karnataka,Lunch,807,25.3,115.3,26.8,Both
Roasted Fish With Rice Roti Thali,Manipur,Lunch,652,12.8,104.7,19.3,Both
Baingan Mutton Curry Curry With Rice,Bihar,Lunch,840,9.0,107.9,27.5,Both
Kadhi Chawal Pulav With Salad,Punjab,Lunch,481,25.6,58.9,11.9,Both
Himachal Pradesh Sambar Rice With Steamed Rice,Himachal Pradesh,Lunch,649,15.0,87.5,19.4,Both
Nagaland Chicken Biryani With Dal,Nagaland,Lunch,496,13.5,72.0,17.3,Both
Egg Curry Chapati Thali,Uttarakhand,Lunch,793,25.0,113.2,22.4,Both
Vegetable Biryani Pickle Thali,Maharashtra,Lunch,833,22.7,112.1,25.0,Both
Kakka Kadhi Chawal Curry With Rice,Kerala,Lunch,749,27.3,85.6,17.8,Both
Modak Style Mutton Curry Biryani (Veg),Maharashtra,Lunch,841,24.2,98.7,22.8,Both
Mixed Veg Curry Pulav With Salad,Jammu and Kashmir,Lunch,515,23.5,63.5,17.4,Both
Palak Paneer Dal Thali,Andhra Pradesh,Lunch,549,20.7,68.9,12.4,Both
Chana Masala Pulav With Salad,Karnataka,Lunch,488,17.7,66.7,16.5,Both
Nagaland Gutti Vankaya With Salad,Nagaland,Lunch,808,24.9,106.0,27.7,Both
Chicken Biryani Pulav With Salad,West Bengal,Lunch,791,34.7,103.4,24.9,Both
Rasam Rice Pickle Thali,Maharashtra,Lunch,803,22.8,112.7,26.8,Both
Chicken Chettinad Pulav With Salad,Delhi,Lunch,527,28.7,73.7,19.4,Both
Gutti Vankaya Pickle Thali,Maharashtra,Lunch,728,31.1,101.1,22.2,Both
Prawn Masala Roti Thali,West Bengal,Lunch,782,19.1,106.9,19.4,Both
Bhaji Fish Curry Curry With Rice,Goa,Lunch,591,26.2,76.0,17.6,Both
Saaru Style Chicken Chettinad Biryani (Veg),Telangana,Lunch,512,35.0,81.9,17.6,Both
Chakko Style Khichdi Biryani (Veg),Kerala,Lunch,611,18.9,78.2,23.1,Both
West Bengal Egg Curry With Dal,West Bengal,Lunch,783,8.3,108.8,18.8,Both
Kahwa Style Chicken Chettinad Biryani (Veg),Jammu and Kashmir,Lunch,701,29.7,88.0,21.4,Both
Sambar Dal Thali,Karnataka,Lunch,730,33.8,95.9,26.3,Both
Pumaloi Chicken Curry Curry With Rice,Meghalaya,Lunch,574,33.3,71.3,20.6,Both
Sabji Style Rajma Biryani (Veg),Madhya Pradesh,Lunch,695,23.6,108.1,17.3,Both
Roasted Fish With Rice Pulav With Salad,Delhi,Lunch,765,33.0,99.3,19.3,Both
Aloo Gobi Steamed Rice Thali,Assam,Lunch,575,15.8,73.7,15.9,Both
Bhaji Style Sambar Rice Biryani (Veg),Maharashtra,Lunch,774,8.1,105.4,26.9,Both
Gutti Vankaya Pulav With Salad,Tamil Nadu,Lunch,754,10.1,98.2,24.1,Both
Chana Masala Pulav With Salad,Madhya Pradesh,Lunch,722,28.3,115.0,23.0,Both
Jharkhand Dal Makhani (Veg) With Roti,Jharkhand,Lunch,698,34.4,86.6,20.6,Both
Gutti Vankaya Pulav With Salad,Gujarat,Lunch,718,20.2,91.5,24.9,Both
Singju Fish Curry Curry With Rice,Manipur,Lunch,575,11.1,82.9,17.9,Both
Makki Style Rajma Biryani (Veg),Punjab,Lunch,574,30.8,73.8,16.0,Both
Vegetable Biryani Pulav With Salad,Punjab,Lunch,674,25.3,78.5,17.5,Both
Khichdi Pulav With Salad,Punjab,Lunch,487,29.2,77.1,11.5,Both
Nadru Style Egg Curry Biryani (Veg),Jammu and Kashmir,Lunch,641,21.3,100.0,20.0,Both
Rasam Rice Sambar Thali,Rajasthan,Lunch,848,8.8,97.9,27.2,Both
Baingan Aloo Gobi Curry With Rice,Uttar Pradesh,Lunch,644,16.7,84.2,14.7,Both
Nagaland Sambar With Raita,Nagaland,Lunch,605,33.0,76.8,14.7,Both
Prawn Masala Pulav With Salad,Manipur,Lunch,762,14.3,121.5,28.5,Both
Egg Curry Pulav With Salad,Mizoram,Lunch,640,31.7,78.2,21.8,Both
Pittha Vegetable Biryani Curry With Rice,Jharkhand,Lunch,460,23.4,74.7,11.4,Both
Maharashtra Prawn Masala With Poriyal,Maharashtra,Lunch,718,21.2,98.3,23.5,Both
Shyaphale Style Vegetable Biryani Biryani (Veg),Sikkim,Lunch,693,34.6,94.1,26.3,Both
Keerai Style Vegetable Pulao Biryani (Veg),Rajasthan,Lunch,747,25.3,103.3,19.7,Both
Mutton Biryani Pulav With Salad,Odisha,Lunch,705,25.7,114.4,21.6,Both
Baingan Roasted Fish With Rice Curry With Rice,Uttar Pradesh,Lunch,801,25.3,101.2,22.7,Both
Malai Kofta Poriyal Thali,Kerala,Lunch,762,32.2,113.5,29.3,Both
Nagaland Dal Tadka With Papad,Nagaland,Lunch,568,27.2,83.5,14.0,Both
Rasam Rice Pulav With Salad,West Bengal,Lunch,598,18.4,67.7,19.5,Both
Kang Bisi Bele Bath Curry With Rice,Manipur,Lunch,484,20.4,62.2,15.5,Both
Egg Curry Pulav With Salad,Punjab,Lunch,611,22.9,90.6,19.6,Both
Chole Style Mutton Biryani Biryani (Veg),Delhi,Lunch,709,26.1,90.5,21.6,Both
Kadhi Chawal Roti Thali,Tripura,Lunch,636,13.3,84.0,20.7,Both
Rasam Rice Pulav With Salad,Assam,Lunch,639,8.9,86.4,21.6,Both
Tamil Nadu Baingan Bharta With Sambar,Tamil Nadu,Lunch,760,19.2,92.4,26.8,Both
Kahwa Sambar Rice Curry With Rice,Jammu and Kashmir,Lunch,733,20.1,83.5,27.7,Both
Bora Style Mutton Biryani Biryani (Veg),Assam,Lunch,741,31.7,104.0,18.4,Both
Sarson Style Prawn Masala Biryani (Veg),Haryana,Lunch,564,20.8,77.0,12.6,Both
Matar Paneer Sambar Thali,Uttarakhand,Lunch,640,22.3,73.1,20.2,Both
Chak-Hao Style Roasted Fish With Rice Biryani (Veg),Manipur,Lunch,513,19.4,61.9,16.0,Both
Kadhi Chawal Pulav With Salad,Odisha,Lunch,696,18.0,110.8,22.0,Both
Chicken Biryani Salad Thali,Madhya Pradesh,Lunch,451,16.6,67.5,14.8,Both
Malai Kofta Pulav With Salad,Uttarakhand,Lunch,600,9.1,77.3,21.6,Both
Jitok Style Dal Makhani (Veg) Biryani (Veg),Nagaland,Lunch,463,25.0,73.2,16.5,Both
Malai Kofta Pickle Thali,Goa,Lunch,707,15.9,92.3,21.3,Both
Pappu Style Vegetable Pulao Biryani (Veg),Telangana,Lunch,508,8.4,64.4,14.4,Both
Khlem Malai Kofta Curry With Rice,Meghalaya,Lunch,657,18.2,91.1,15.9,Both
Mizoram Fish Curry With Pickle,Mizoram,Lunch,637,25.0,102.5,15.1,Both
Sikkim Aloo Gobi With Papad,Sikkim,Lunch,785,17.6,90.0,28.8,Both
Kheera Style Kadhi Chawal Biryani (Veg),Haryana,Lunch,733,23.9,87.2,22.1,Both
Karela Style Mutton Biryani Biryani (Veg),Bihar,Lunch,783,18.4,111.9,21.4,Both
Kadhi Chawal Pulav With Salad,Rajasthan,Lunch,806,31.0,116.8,24.7,Both
Roasted Fish With Rice Raita Thali,Kerala,Lunch,561,18.9,76.8,20.6,Both
Chaulai Baingan Bharta Curry With Rice,Haryana,Lunch,698,9.0,104.0,18.3,Both
Soppu Chicken Biryani Curry With Rice,Karnataka,Lunch,781,25.2,118.5,25.6,Both
Ringna Style Sambar Biryani (Veg),Gujarat,Lunch,820,22.9,123.4,29.1,Both
Vegetable Biryani Chutney Thali,Odisha,Lunch,455,26.6,59.8,15.7,Both
Keera Style Sambar Biryani (Veg),Kerala,Lunch,487,21.4,55.1,15.6,Both
Chicken Chettinad Pulav With Salad,Andhra Pradesh,Lunch,502,14.0,56.9,18.3,Both
Aloo Gobi Pulav With Salad,Jammu and Kashmir,Lunch,542,22.8,70.9,13.0,Both
Makki Kadhi Chawal Curry With Rice,Punjab,Lunch,639,19.9,75.5,23.4,Both
Rajasthan Matar Paneer With Papad,Rajasthan,Lunch,753,21.5,99.6,26.4,Both
Bhaji Style Chicken Biryani Biryani (Veg),Maharashtra,Lunch,777,23.8,99.4,20.9,Both
Kerala Dal Makhani (Veg) With Steamed Rice,Kerala,Lunch,765,29.2,90.6,28.5,Both
Sikkim Chana Masala With Roti,Sikkim,Lunch,498,33.2,56.9,13.4,Both
Bihar Fish Pulav With Roti,Bihar,Lunch,679,10.4,90.6,15.5,Both
Punjab Rajma With Curd,Punjab,Lunch,583,15.7,75.6,19.4,Both
Chicken Curry Roti Thali,Nagaland,Lunch,828,24.1,123.3,23.5,Both
Ragi Style Fish Curry Biryani (Veg),Karnataka,Lunch,687,23.1,86.0,21.1,Both
Matar Paneer Rasam Thali,Punjab,Lunch,730,29.8,98.3,23.5,Both
Kadhi Chawal Curd Thali,Himachal Pradesh,Lunch,793,19.3,117.2,24.0,Both
Manipur Fish Curry With Poriyal,Manipur,Lunch,840,32.1,94.6,21.1,Both
Sambar Rice Raita Thali,Tripura,Lunch,529,16.8,68.5,12.5,Both
Rasam Rice Pulav With Salad,Gujarat,Lunch,723,14.9,85.8,24.4,Both
West Bengal Bisi Bele Bath With Steamed Rice,West Bengal,Lunch,589,33.1,91.9,19.3,Both
Rasam Rice Pulav With Salad,Mizoram,Lunch,655,32.4,90.2,15.2,Both
Gahat Style Rajma Biryani (Veg),Uttarakhand,Lunch,674,12.2,78.2,19.4,Both
Gujarat Aloo Gobi With Steamed Rice,Gujarat,Lunch,558,21.2,88.9,19.2,Both
Rasam Rice Pulav With Salad,Rajasthan,Lunch,576,14.6,90.1,14.0,Both
Roasted Fish With Rice Pulav With Salad,Madhya Pradesh,Lunch,764,17.1,105.3,23.5,Both
Bendakaya Sambar Curry With Rice,Andhra Pradesh,Lunch,777,27.1,116.6,24.8,Both
Chicken Chettinad Pulav With Salad,Sikkim,Lunch,659,21.6,97.5,21.3,Both
Gahat Dal Tadka Curry With Rice,Uttarakhand,Lunch,666,32.2,96.4,17.1,Both
Vegetable Pulao Poriyal Thali,Maharashtra,Lunch,815,27.2,100.1,19.6,Both
Madhya Pradesh Gutti Vankaya With Raita,Madhya Pradesh,Lunch,471,32.7,66.0,14.7,Both
Gujarat Palak Paneer With Roti,Gujarat,Lunch,822,10.6,93.1,23.7,Both
Punjab Dal Makhani (Veg) With Raita,Punjab,Lunch,519,22.5,80.9,19.1,Both
Vellarikka Style Khichdi Biryani (Veg),Rajasthan,Lunch,779,31.6,124.8,18.2,Both
Rajma Papad Thali,West Bengal,Lunch,498,17.7,62.2,17.8,Both
Chaat Style Kadhi Chawal Biryani (Veg),Delhi,Lunch,643,28.9,72.7,18.8,Both
Chana Masala Pulav With Salad,Maharashtra,Lunch,653,9.0,78.1,24.4,Both
Mixed Veg Curry Papad Thali,Sikkim,Lunch,777,24.3,93.0,29.2,Both
Arbi Style Sambar Rice Biryani (Veg),Uttar Pradesh,Lunch,500,33.5,75.7,13.9,Both
Odisha Rasam Rice With Dal,Odisha,Lunch,466,10.1,72.6,16.9,Both
Sambar Pulav With Salad,Uttarakhand,Lunch,813,24.6,112.7,18.6,Both
Malpua Vegetable Biryani Curry With Rice,Jharkhand,Lunch,652,19.3,85.5,25.1,Both
Ringna Style Matar Paneer Biryani (Veg),Gujarat,Lunch,735,33.1,107.4,18.3,Both
Vegetable Pulao Pulav With Salad,Haryana,Lunch,477,22.2,76.9,11.3,Both
Egg Curry Sambar Thali,Punjab,Lunch,766,8.3,120.4,19.0,Both
Bhature Vegetable Pulao Curry With Rice,Himachal Pradesh,Lunch,470,21.0,67.7,18.2,Both
Aloo Gobi Pulav With Salad,Himachal Pradesh,Lunch,784,20.1,108.7,24.4,Both
Gutti Vankaya Raita Thali,Goa,Lunch,686,14.2,81.2,19.0,Both
Vangi Style Rasam Rice Biryani (Veg),Maharashtra,Lunch,744,20.2,109.0,28.5,Both
Uttar Pradesh Rajma With Salad,Uttar Pradesh,Lunch,793,31.0,99.1,26.7,Both
Khlem Aloo Gobi Curry With Rice,Meghalaya,Lunch,729,9.4,99.3,23.8,Both
Sambar Roti Thali,Punjab,Lunch,560,18.8,90.6,20.2,Both
Keerai Vegetable Biryani Curry With Rice,Rajasthan,Lunch,637,25.5,80.6,23.9,Both
Kahwa Style Chana Masala Biryani (Veg),Jammu and Kashmir,Lunch,456,31.6,62.7,13.7,Both
Chakko Style Gutti Vankaya Biryani (Veg),Kerala,Lunch,509,20.0,60.9,16.7,Both
Chicken Biryani Rasam Thali,Karnataka,Lunch,706,8.1,86.2,18.5,Both
Pumaloi Egg Curry Curry With Rice,Meghalaya,Lunch,585,8.5,67.2,16.0,Both
Sundakkai Style Bisi Bele Bath Biryani (Veg),Tamil Nadu,Lunch,545,8.2,86.8,13.6,Both
Chicken Biryani Pulav With Salad,Maharashtra,Lunch,556,10.1,73.3,14.9,Both
Bhindi Masala Pulav With Salad,Mizoram,Lunch,644,10.6,74.1,20.2,Both
Telangana Palak Paneer With Chutney,Telangana,Lunch,493,26.7,58.4,17.5,Both
Kadhi Chawal Pulav With Salad,Haryana,Lunch,840,11.0,122.5,26.7,Both
Tamil Nadu Dal Makhani (Veg) With Chapati,Tamil Nadu,Lunch,452,30.7,68.0,12.6,Both
Malai Kofta Curd Thali,Mizoram,Lunch,565,17.8,74.0,17.0,Both
Dalma Chana Masala Curry With Rice,Odisha,Lunch,572,25.6,65.2,19.4,Both
Pumaloi Style Roasted Fish With Rice Biryani (Veg),Meghalaya,Lunch,477,18.7,61.5,14.0,Both
Vangi Style Aloo Gobi Biryani (Veg),Maharashtra,Lunch,678,19.9,86.0,22.6,Both
Chila Vegetable Pulao Curry With Rice,Chhattisgarh,Lunch,622,13.2,74.0,19.0,Both
Kang Style Gutti Vankaya Biryani (Veg),Manipur,Lunch,843,17.4,111.4,20.4,Both
Kaju Style Malai Kofta Biryani (Veg),Goa,Lunch,754,29.8,89.2,27.0,Both
Mutton Biryani Papad Thali,Jammu and Kashmir,Lunch,612,31.4,72.3,14.3,Both
Batata Prawn Masala Curry With Rice,Maharashtra,Lunch,809,29.8,103.6,22.9,Both
Sarson Chicken Chettinad Curry With Rice,Punjab,Lunch,799,19.1,113.7,21.9,Both
Uttar Pradesh Chicken Curry With Pickle,Uttar Pradesh,Lunch,829,30.0,101.2,18.5,Both
Andhra Pradesh Chicken Curry With Poriyal,Andhra Pradesh,Lunch,686,8.8,80.8,22.7,Both
Kerala Sambar Rice With Papad,Kerala,Lunch,722,14.0,84.5,27.5,Both
Sikkim Fish Pulav With Curd,Sikkim,Lunch,575,34.0,78.2,16.4,Both
Smoked Roasted Fish With Rice Curry With Rice,Nagaland,Lunch,820,9.5,128.9,24.2,Both
Sarson Rasam Rice Curry With Rice,Punjab,Lunch,593,13.6,89.3,14.9,Both
Manipur Mutton Curry With Salad,Manipur,Lunch,612,31.7,89.0,23.2,Both
Saaru Style Rajma Biryani (Veg),Telangana,Lunch,481,25.4,75.6,17.8,Both
Telangana Prawn Masala With Poriyal,Telangana,Lunch,583,18.8,72.1,20.8,Both
Dhuska Chicken Biryani Curry With Rice,Jharkhand,Lunch,623,24.6,77.5,23.4,Both
Dalma Bhindi Masala Curry With Rice,Odisha,Lunch,596,19.5,76.7,20.8,Both
Sambar Rice Pulav With Salad,Rajasthan,Lunch,454,19.6,68.8,15.0,Both
Haryana Sambar Rice With Papad,Haryana,Lunch,503,33.1,72.7,13.6,Both
Prawn Masala Roti Thali,Odisha,Lunch,456,33.6,63.7,16.6,Both
Chicken Curry Pulav With Salad,Kerala,Lunch,800,28.2,108.1,22.8,Both
Pappu Style Dal Makhani (Veg) Biryani (Veg),Andhra Pradesh,Lunch,504,26.8,64.8,18.4,Both
Makki Chicken Curry Curry With Rice,Punjab,Lunch,573,14.4,84.6,16.3,Both
Phagshapa Style Fish Pulav Biryani (Veg),Sikkim,Lunch,838,24.3,95.7,27.9,Both
Ambot Egg Curry Curry With Rice,Goa,Lunch,489,26.0,75.6,14.8,Both
Delhi Kadhi Chawal With Sambar,Delhi,Lunch,559,20.8,65.2,19.4,Both
Bhaji Style Kadhi Chawal Biryani (Veg),Goa,Lunch,806,20.1,116.6,27.8,Both
Shorshe Style Mixed Veg Curry Biryani (Veg),West Bengal,Lunch,786,33.3,89.7,22.1,Both
Sambar Chutney Thali,Himachal Pradesh,Lunch,586,20.1,70.4,16.9,Both
Bhindi Masala Rasam Thali,Kerala,Lunch,538,15.8,72.0,17.7,Both
Bhindi Masala Dal Thali,Meghalaya,Lunch,763,8.7,123.1,29.6,Both
Nagaland Chicken Curry With Dal,Nagaland,Lunch,495,28.6,59.4,16.5,Both
Gongura Style Malai Kofta Biryani (Veg),Andhra Pradesh,Lunch,733,12.0,112.7,18.2,Both
Bisi Bele Bath Poriyal Thali,Rajasthan,Lunch,705,11.7,79.4,23.8,Both
Bajra Style Palak Paneer Biryani (Veg),Punjab,Lunch,513,19.5,75.4,17.4,Both
Bisi Bele Bath Roti Thali,Punjab,Lunch,704,25.6,96.6,17.3,Both
Chicken Curry Pulav With Salad,Uttar Pradesh,Lunch,580,12.9,88.0,19.4,Both
Prawn Masala Rasam Thali,Haryana,Lunch,544,8.9,77.4,20.2,Both
Chhole Sambar Rice Curry With Rice,Punjab,Lunch,766,27.1,97.2,21.4,Both
Kulcha Fish Curry Curry With Rice,Delhi,Lunch,618,14.1,96.4,20.3,Both
Chha Gosht (Veg Style) Style Dal Tadka Biryani (Veg),Himachal Pradesh,Lunch,828,26.5,113.5,26.8,Both
Gutti Vankaya Salad Thali,Tripura,Lunch,543,21.2,73.6,15.2,Both
Pappu Style Chana Masala Biryani (Veg),Telangana,Lunch,486,11.4,58.3,12.7,Both
Andhra Pradesh Sambar Rice With Steamed Rice,Andhra Pradesh,Lunch,475,10.9,64.7,12.0,Both
Mizoram Fish Curry With Salad,Mizoram,Lunch,745,15.5,103.4,26.2,Both
Haryana Mutton Curry With Raita,Haryana,Lunch,823,11.4,102.0,20.6,Both
Dal Makhani (Veg) Pulav With Salad,Kerala,Lunch,810,31.2,110.3,30.7,Both
Vawksa Style Egg Curry Biryani (Veg),Mizoram,Lunch,503,14.7,56.9,15.6,Both
Dal Makhani (Veg) Pulav With Salad,West Bengal,Lunch,766,12.6,94.8,29.6,Both
Dalma Style Fish Pulav Biryani (Veg),Odisha,Lunch,782,9.5,88.2,30.4,Both
Palak Paneer Pulav With Salad,Jharkhand,Lunch,769,14.3,122.1,27.9,Both
Chaulai Style Rajma Biryani (Veg),Haryana,Lunch,726,8.1,97.8,19.5,Both
Malai Kofta Chutney Thali,Sikkim,Lunch,564,29.4,76.0,18.8,Both
Rajma Pulav With Salad,Chhattisgarh,Lunch,610,16.3,82.0,18.5,Both
Sundakkai Dal Tadka Curry With Rice,Tamil Nadu,Lunch,782,33.5,108.3,28.5,Both
Siddu Style Rajma Biryani (Veg),Himachal Pradesh,Lunch,848,21.8,123.7,30.3,Both
Chicken Curry Pickle Thali,Chhattisgarh,Lunch,519,27.7,72.3,15.8,Both
Dal Makhani (Veg) Dal Thali,Chhattisgarh,Lunch,826,17.6,112.1,32.0,Both
Pakhala Egg Curry Curry With Rice,Odisha,Lunch,560,28.1,75.5,12.6,Both
Matar Paneer Pulav With Salad,Odisha,Lunch,807,18.8,121.7,21.1,Both
Andhra Pradesh Sambar With Chapati,Andhra Pradesh,Lunch,503,34.7,71.4,14.0,Both
Soppu Style Dal Tadka Biryani (Veg),Rajasthan,Lunch,821,11.1,100.2,27.6,Both
Vegetable Biryani Pulav With Salad,Rajasthan,Lunch,454,28.9,56.0,14.4,Both
Sikkim Palak Paneer With Chutney,Sikkim,Lunch,747,11.7,85.9,16.8,Both
Madra Style Baingan Bharta Biryani (Veg),Himachal Pradesh,Lunch,523,29.8,69.1,18.8,Both
Bafla Mutton Curry Curry With Rice,Madhya Pradesh,Lunch,736,15.3,100.4,18.2,Both
Bhatt Chicken Biryani Curry With Rice,Uttarakhand,Lunch,618,30.5,87.3,20.0,Both
