Dish Name,Region,Meal Type,Calories (kcal),Protein (g),Carbs (g),Fat (g),Food Type
Mutton Curry Pulav With Salad,Madhya Pradesh,Lunch,588,28.3,88.8,16.9,Non-Veg
Fish Pulav Curd Thali,Goa,Lunch,764,40.8,124.0,22.7,Non-Veg
Egg Curry Papad Thali,Odisha,Lunch,693,37.1,82.9,26.3,Non-Veg
Kebabs (Veg) Prawn Masala Curry With Rice,Delhi,Lunch,705,31.9,103.7,19.9,Non-Veg
Bimmas Style Prawn Masala Biryani (Veg),Telangana,Lunch,743,35.2,98.7,24.8,Non-Veg
Vendakkai Style Egg Curry Biryani (Veg),Tamil Nadu,Lunch,847,25.8,97.7,23.5,Non-Veg
Shorshe Prawn Masala Curry With Rice,West Bengal,Lunch,851,33.1,131.2,29.9,Non-Veg
Pitha Style Prawn Masala Biryani (Veg),Assam,Lunch,667,34.9,90.0,25.4,Non-Veg
Sawhchiar Chicken Curry Curry With Rice,Mizoram,Lunch,877,28.0,118.4,30.3,Non-Veg
Chicken Curry Salad Thali,Tripura,Lunch,592,31.9,92.1,20.6,Non-Veg
Mutton Biryani Sambar Thali,Telangana,Lunch,590,24.4,85.4,17.9,Non-Veg
Fish Curry Pulav With Salad,Andhra Pradesh,Lunch,718,35.2,115.6,17.2,Non-Veg
Vangi Chicken Curry Curry With Rice,Maharashtra,Lunch,690,22.9,86.9,21.7,Non-Veg
Chicken Chettinad Pickle Thali,Chhattisgarh,Lunch,553,40.9,88.6,12.4,Non-Veg
Mutton Curry Curd Thali,Chhattisgarh,Lunch,711,44.9,115.0,25.2,Non-Veg
Sundakkai Fish Curry Curry With Rice,Tamil Nadu,Lunch,637,32.4,74.1,18.6,Non-Veg
Fish Curry Pulav With Salad,Tamil Nadu,Lunch,610,40.2,71.1,22.9,Non-Veg
Poha Chicken Curry Curry With Rice,Madhya Pradesh,Lunch,798,25.0,97.1,28.8,Non-Veg
Patal Egg Curry Curry With Rice,Maharashtra,Lunch,557,41.6,74.9,17.6,Non-Veg
Mutton Biryani Pulav With Salad,Meghalaya,Lunch,776,25.6,109.1,26.8,Non-Veg
Bai Chicken Biryani Curry With Rice,Mizoram,Lunch,815,38.2,125.0,25.6,Non-Veg
Roasted Fish With Rice Raita Thali,Andhra Pradesh,Lunch,736,37.5,119.3,22.4,Non-Veg
Fish Curry Chutney Thali,Jammu and Kashmir,Lunch,613,28.7,70.4,23.6,Non-Veg
Chhattisgarh Fish Pulav With Poriyal,Chhattisgarh,Lunch,714,31.3,103.4,25.7,Non-Veg
Dalpithi Style Mutton Curry Biryani (Veg),Madhya Pradesh,Lunch,801,32.2,115.1,26.2,Non-Veg
Chicken Curry Pulav With Salad,West Bengal,Lunch,722,27.5,81.3,25.0,Non-Veg
West Bengal Fish Pulav With Sambar,West Bengal,Lunch,505,36.6,80.1,16.0,Non-Veg
Sarson Style Mutton Curry Biryani (Veg),Punjab,Lunch,895,21.9,117.3,32.2,Non-Veg
Bajre Style Prawn Masala Biryani (Veg),Haryana,Lunch,777,34.3,88.8,20.2,Non-Veg
Gahat Mutton Curry Curry With Rice,Uttarakhand,Lunch,588,20.2,71.1,16.6,Non-Veg
Kakka Mutton Curry Curry With Rice,Kerala,Lunch,558,35.5,83.1,21.6,Non-Veg
Haryana Chicken Biryani With Poriyal,Haryana,Lunch,758,40.3,115.9,20.4,Non-Veg
Jadoh Style Prawn Masala Biryani (Veg),Meghalaya,Lunch,598,41.9,76.1,15.7,Non-Veg
Bhature Style Mutton Curry Biryani (Veg),Himachal Pradesh,Lunch,775,20.7,109.1,26.8,Non-Veg
Sikkim Prawn Masala With Roti,Sikkim,Lunch,885,26.8,106.7,28.2,Non-Veg
Sabji Style Chicken Biryani Biryani (Veg),Madhya Pradesh,Lunch,807,35.4,129.2,19.5,Non-Veg
Mutton Biryani Pulav With Salad,Rajasthan,Lunch,735,27.7,96.3,18.3,Non-Veg
Chicken Curry Pulav With Salad,Himachal Pradesh,Lunch,828,22.3,101.6,24.6,Non-Veg
Malpua Style Fish Curry Biryani (Veg),Jharkhand,Lunch,728,21.9,90.2,22.0,Non-Veg
Fish Pulav Salad Thali,Rajasthan,Lunch,663,23.8,102.9,21.7,Non-Veg
Egg Curry Pulav With Salad,Bihar,Lunch,513,42.3,68.6,15.2,Non-Veg
Mizoram Prawn Masala With Rasam,Mizoram,Lunch,581,36.5,90.9,21.6,Non-Veg
Baingan Mutton Curry Curry With Rice,Uttar Pradesh,Lunch,861,22.6,112.1,22.4,Non-Veg
Uttar Pradesh Chicken Biryani With Chutney,Uttar Pradesh,Lunch,607,38.0,72.5,19.4,Non-Veg
Egg Curry Dal Thali,Andhra Pradesh,Lunch,748,42.9,101.4,18.4,Non-Veg
Roasted Fish With Rice Chapati Thali,Madhya Pradesh,Lunch,628,41.5,75.5,14.9,Non-Veg
Tsaman Prawn Masala Curry With Rice,Jammu and Kashmir,Lunch,556,34.8,83.0,21.3,Non-Veg
Chicken Chettinad Pulav With Salad,Haryana,Lunch,752,35.9,115.8,19.2,Non-Veg
Prawn Masala Rasam Thali,Gujarat,Lunch,720,28.9,93.9,23.4,Non-Veg
Vellari Mutton Curry Curry With Rice,Kerala,Lunch,840,27.2,112.7,19.5,Non-Veg
Sanna Style Chicken Biryani Biryani (Veg),Goa,Lunch,771,24.8,115.2,19.3,Non-Veg
Chicken Biryani Pulav With Salad,Mizoram,Lunch,588,20.4,81.1,17.0,Non-Veg
Roasted Fish With Rice Salad Thali,Telangana,Lunch,899,35.9,115.5,25.6,Non-Veg
Roasted Fish With Rice Pulav With Salad,Meghalaya,Lunch,588,24.6,76.5,20.5,Non-Veg
Kahwa Mutton Curry Curry With Rice,Jammu and Kashmir,Lunch,728,24.3,96.9,23.3,Non-Veg
Punjab Mutton Curry With Curd,Punjab,Lunch,625,43.1,73.0,19.8,Non-Veg
Maharashtra Roasted Fish With Rice With Rasam,Maharashtra,Lunch,835,30.4,101.0,28.2,Non-Veg
Mutton Curry Pulav With Salad,Kerala,Lunch,675,40.7,77.7,21.5,Non-Veg
Prawn Masala Papad Thali,Odisha,Lunch,831,21.0,123.3,27.0,Non-Veg
Kosha Style Fish Curry Biryani (Veg),Kerala,Lunch,890,25.0,127.7,21.8,Non-Veg
Haryana Mutton Biryani With Rasam,Haryana,Lunch,695,41.3,102.3,20.3,Non-Veg
Chicken Chettinad Papad Thali,Tamil Nadu,Lunch,519,28.0,65.7,12.5,Non-Veg
Manipur Fish Pulav With Poriyal,Manipur,Lunch,700,27.0,103.6,23.9,Non-Veg
West Bengal Chicken Curry With Pickle,West Bengal,Lunch,737,24.3,92.9,17.5,Non-Veg
Fish Pulav Steamed Rice Thali,Punjab,Lunch,605,44.6,94.9,21.4,Non-Veg
Gongura Style Chicken Curry Biryani (Veg),Andhra Pradesh,Lunch,547,44.1,69.7,20.7,Non-Veg
Fish Curry Pulav With Salad,Tripura,Lunch,559,42.9,68.4,14.1,Non-Veg
Bora Style Fish Pulav Biryani (Veg),Assam,Lunch,885,20.8,137.6,22.7,Non-Veg
Mooli Roasted Fish With Rice Curry With Rice,Punjab,Lunch,642,42.0,98.2,19.3,Non-Veg
Delhi Chicken Biryani With Dal,Delhi,Lunch,510,45.0,78.7,15.5,Non-Veg
Roasted Fish With Rice Salad Thali,Jharkhand,Lunch,593,21.0,71.7,18.7,Non-Veg
Dalpithi Egg Curry Curry With Rice,Madhya Pradesh,Lunch,586,25.5,76.0,20.6,Non-Veg
Pumaloi Style Prawn Masala Biryani (Veg),Meghalaya,Lunch,729,34.3,118.4,18.2,Non-Veg
Parathas Style Egg Curry Biryani (Veg),Delhi,Lunch,693,41.1,82.7,21.9,Non-Veg
Sundakkai Roasted Fish With Rice Curry With Rice,Tamil Nadu,Lunch,820,42.1,112.0,31.1,Non-Veg
Fish Curry Pulav With Salad,Maharashtra,Lunch,899,34.7,101.9,31.9,Non-Veg
Prawn Masala Pulav With Salad,Chhattisgarh,Lunch,844,30.7,107.8,30.7,Non-Veg
Sikkim Fish Pulav With Raita,Sikkim,Lunch,758,43.9,105.1,20.3,Non-Veg
Chicken Curry Pulav With Salad,Madhya Pradesh,Lunch,885,31.3,128.4,32.3,Non-Veg
Singodi Fish Pulav Curry With Rice,Uttarakhand,Lunch,847,41.9,127.3,24.5,Non-Veg
Chha Gosht (Veg Style) Fish Curry Curry With Rice,Himachal Pradesh,Lunch,765,29.3,105.9,24.8,Non-Veg
Chicken Curry Papad Thali,Kerala,Lunch,585,34.4,69.0,20.6,Non-Veg
Haryana Chicken Biryani With Steamed Rice,Haryana,Lunch,697,20.5,112.4,19.7,Non-Veg
Mizoram Fish Pulav With Sambar,Mizoram,Lunch,861,26.2,108.4,25.2,Non-Veg
Prawn Masala Poriyal Thali,Goa,Lunch,830,31.0,102.1,29.8,Non-Veg
Chhattisgarh Egg Curry With Sambar,Chhattisgarh,Lunch,731,32.7,100.8,20.3,Non-Veg
Koddel Style Chicken Biryani Biryani (Veg),Goa,Lunch,884,25.1,117.8,24.1,Non-Veg
Chhole Style Mutton Curry Biryani (Veg),Punjab,Lunch,704,20.6,108.9,25.0,Non-Veg
Sikkim Chicken Biryani With Rasam,Sikkim,Lunch,571,40.7,84.1,13.2,Non-Veg
Maharashtra Chicken Curry With Roti,Maharashtra,Lunch,795,43.3,116.3,29.3,Non-Veg
Maskaa Style Prawn Masala Biryani (Veg),Assam,Lunch,815,22.0,132.2,29.2,Non-Veg
Mutton Curry Pulav With Salad,Himachal Pradesh,Lunch,714,37.6,114.8,25.0,Non-Veg
Prawn Masala Pulav With Salad,Mizoram,Lunch,503,33.3,77.3,13.8,Non-Veg
Mutton Curry Pulav With Salad,Punjab,Lunch,515,25.2,75.8,16.0,Non-Veg
Manipur Prawn Masala With Pickle,Manipur,Lunch,851,44.7,121.3,19.2,Non-Veg
Chaulai Style Chicken Biryani Biryani (Veg),Haryana,Lunch,513,44.8,73.1,11.9,Non-Veg
Chicken Chettinad Pulav With Salad,Uttar Pradesh,Lunch,632,44.9,87.9,24.1,Non-Veg
Chhole Style Prawn Masala Biryani (Veg),Punjab,Lunch,837,39.7,128.1,28.3,Non-Veg
Fish Curry Pulav With Salad,Meghalaya,Lunch,741,32.5,117.7,21.2,Non-Veg
Egg Curry Pickle Thali,Bihar,Lunch,770,34.5,115.7,28.7,Non-Veg
Fish Curry Pulav With Salad,Kerala,Lunch,870,36.5,137.1,28.8,Non-Veg
Karnataka Chicken Biryani With Papad,Karnataka,Lunch,558,31.9,88.9,21.5,Non-Veg
Odisha Egg Curry With Sambar,Odisha,Lunch,515,32.8,71.8,15.9,Non-Veg
Fish Curry Pulav With Salad,Uttarakhand,Lunch,770,24.1,123.0,24.2,Non-Veg
Shyaphale Egg Curry Curry With Rice,Sikkim,Lunch,838,41.3,113.5,25.8,Non-Veg
Ootti Roasted Fish With Rice Curry With Rice,Manipur,Lunch,831,31.7,104.9,19.5,Non-Veg
Chicken Curry Pulav With Salad,Jammu and Kashmir,Lunch,868,35.0,136.5,31.7,Non-Veg
Mutton Biryani Pulav With Salad,Maharashtra,Lunch,785,20.8,93.6,17.7,Non-Veg
Fish Curry Pulav With Salad,Jharkhand,Lunch,715,24.9,112.7,19.0,Non-Veg
Chhole Prawn Masala Curry With Rice,Punjab,Lunch,833,24.6,104.3,32.4,Non-Veg
Manipur Mutton Biryani With Curd,Manipur,Lunch,876,38.7,134.1,33.1,Non-Veg
Egg Curry Raita Thali,Telangana,Lunch,805,20.5,94.2,30.3,Non-Veg
Soppu Mutton Biryani Curry With Rice,Rajasthan,Lunch,782,42.7,110.3,22.7,Non-Veg
Chicken Curry Poriyal Thali,Punjab,Lunch,889,31.2,105.9,30.9,Non-Veg
Soppu Fish Pulav Curry With Rice,Rajasthan,Lunch,657,21.1,85.6,22.2,Non-Veg
Pakhala Style Egg Curry Biryani (Veg),Odisha,Lunch,725,39.7,109.8,19.5,Non-Veg
Prawn Masala Pulav With Salad,Tamil Nadu,Lunch,575,23.0,89.8,18.2,Non-Veg
Bora Style Prawn Masala Biryani (Veg),Assam,Lunch,704,30.3,114.4,26.9,Non-Veg
Rajasthan Fish Pulav With Poriyal,Rajasthan,Lunch,809,39.4,130.3,23.5,Non-Veg
Fish Curry Rasam Thali,Chhattisgarh,Lunch,790,40.4,127.1,28.8,Non-Veg
Mutton Curry Salad Thali,Manipur,Lunch,809,33.1,98.5,30.9,Non-Veg
Roasted Fish With Rice Poriyal Thali,Chhattisgarh,Lunch,703,21.8,95.0,26.5,Non-Veg
Fish Pulav Pickle Thali,Chhattisgarh,Lunch,812,44.6,128.2,30.9,Non-Veg
Ootti Style Mutton Curry Biryani (Veg),Manipur,Lunch,780,26.2,100.3,24.5,Non-Veg
Maskaa Style Fish Pulav Biryani (Veg),Assam,Lunch,753,31.3,91.8,28.2,Non-Veg
Pakhala Chicken Curry Curry With Rice,Odisha,Lunch,768,24.3,106.5,28.2,Non-Veg
Roasted Fish With Rice Pickle Thali,Punjab,Lunch,808,33.2,98.6,28.2,Non-Veg
Mutton Curry Sambar Thali,Karnataka,Lunch,502,42.4,63.7,11.6,Non-Veg
Mutton Biryani Pulav With Salad,Manipur,Lunch,882,43.6,141.4,24.1,Non-Veg
Sikkim Prawn Masala With Chapati,Sikkim,Lunch,536,25.4,63.5,13.7,Non-Veg
Chicken Biryani Pulav With Salad,Odisha,Lunch,841,43.5,100.3,31.4,Non-Veg
Roasted Fish With Rice Dal Thali,Uttar Pradesh,Lunch,619,28.4,76.8,19.6,Non-Veg
Fish Pulav Pulav With Salad,Assam,Lunch,818,43.6,114.9,26.6,Non-Veg
Pappu Style Roasted Fish With Rice Biryani (Veg),Telangana,Lunch,705,33.3,110.3,16.7,Non-Veg
Chicken Biryani Papad Thali,Manipur,Lunch,709,30.2,113.0,20.8,Non-Veg
Mutton Biryani Sambar Thali,Uttar Pradesh,Lunch,626,39.9,80.0,16.6,Non-Veg
Mosdeng Mutton Curry Curry With Rice,Tripura,Lunch,599,32.1,85.9,21.8,Non-Veg
Andhra Pradesh Chicken Curry With Papad,Andhra Pradesh,Lunch,600,36.1,69.7,23.2,Non-Veg
Chicken Curry Chutney Thali,West Bengal,Lunch,890,36.6,143.1,22.0,Non-Veg
Lauki Style Roasted Fish With Rice Biryani (Veg),Uttar Pradesh,Lunch,802,25.0,109.6,20.6,Non-Veg
Kosha Prawn Masala Curry With Rice,Kerala,Lunch,658,26.9,88.8,20.7,Non-Veg
Egg Curry Pulav With Salad,Tamil Nadu,Lunch,883,44.0,117.7,21.5,Non-Veg
Rajasthan Chicken Biryani With Chapati,Rajasthan,Lunch,711,28.0,107.6,23.0,Non-Veg
Meghalaya Mutton Biryani With Roti,Meghalaya,Lunch,545,32.1,67.8,18.1,Non-Veg
Parathas Style Chicken Chettinad Biryani (Veg),Delhi,Lunch,680,29.6,109.5,15.5,Non-Veg
Bajra Style Fish Curry Biryani (Veg),Punjab,Lunch,676,28.7,101.1,23.2,Non-Veg
Pumaloi Fish Curry Curry With Rice,Meghalaya,Lunch,867,40.0,114.5,24.6,Non-Veg
Aloo Ke Gutke Chicken Curry Curry With Rice,Uttarakhand,Lunch,776,26.9,88.0,27.1,Non-Veg
Chicken Chettinad Chutney Thali,Jharkhand,Lunch,512,37.0,72.7,14.7,Non-Veg
Chicken Curry Pickle Thali,Maharashtra,Lunch,783,30.0,125.2,25.6,Non-Veg
Chicken Curry Pulav With Salad,Tripura,Lunch,577,29.8,69.5,19.5,Non-Veg
Bengalgram Fish Pulav Curry With Rice,Karnataka,Lunch,605,41.7,89.9,16.9,Non-Veg
Mutton Curry Raita Thali,Odisha,Lunch,739,27.5,114.5,22.6,Non-Veg
Chicken Curry Pulav With Salad,Goa,Lunch,868,44.1,121.9,33.6,Non-Veg
Roasted Fish With Rice Steamed Rice Thali,Kerala,Lunch,560,35.0,80.2,17.5,Non-Veg
Egg Curry Chutney Thali,Nagaland,Lunch,848,41.4,101.6,24.4,Non-Veg
Mirapakaya Fish Curry Curry With Rice,Andhra Pradesh,Lunch,673,34.0,87.3,23.9,Non-Veg
Rajasthan Mutton Curry With Rasam,Rajasthan,Lunch,706,20.8,114.5,25.1,Non-Veg
Mutton Curry Pickle Thali,Manipur,Lunch,807,42.6,118.1,24.3,Non-Veg
Bajra Chicken Biryani Curry With Rice,Punjab,Lunch,857,44.0,98.8,26.6,Non-Veg
Mutton Curry Papad Thali,Uttarakhand,Lunch,648,29.8,75.3,21.1,Non-Veg
Kela Style Prawn Masala Biryani (Veg),Uttar Pradesh,Lunch,698,44.9,83.1,20.3,Non-Veg
Axone Chicken Chettinad Curry With Rice,Nagaland,Lunch,748,40.3,118.1,16.7,Non-Veg
Bhature Style Fish Pulav Biryani (Veg),Himachal Pradesh,Lunch,526,29.8,60.3,15.2,Non-Veg
Chhole Style Chicken Curry Biryani (Veg),Punjab,Lunch,505,41.5,71.6,16.2,Non-Veg
Chicken Curry Curd Thali,Maharashtra,Lunch,569,20.6,71.5,14.1,Non-Veg
Khandvi Mutton Biryani Curry With Rice,Gujarat,Lunch,805,29.2,125.1,25.6,Non-Veg
Chicken Biryani Pulav With Salad,Madhya Pradesh,Lunch,631,40.3,102.0,20.2,Non-Veg
Gongura Chicken Curry Curry With Rice,Telangana,Lunch,809,27.0,102.6,22.4,Non-Veg
Goa Fish Curry With Sambar,Goa,Lunch,787,23.0,110.1,22.6,Non-Veg
Sael Style Chicken Biryani Biryani (Veg),Sikkim,Lunch,890,28.3,143.8,22.1,Non-Veg
Vangi Roasted Fish With Rice Curry With Rice,Maharashtra,Lunch,815,32.4,104.5,23.6,Non-Veg
Mutton Biryani Poriyal Thali,Haryana,Lunch,567,24.9,86.5,13.2,Non-Veg
Goa Chicken Biryani With Pickle,Goa,Lunch,848,20.1,114.1,28.4,Non-Veg
Fish Curry Pulav With Salad,Sikkim,Lunch,661,30.6,85.8,19.5,Non-Veg
Chicken Biryani Salad Thali,Kerala,Lunch,538,25.2,76.4,14.7,Non-Veg
Chhattisgarh Egg Curry With Salad,Chhattisgarh,Lunch,881,29.1,103.4,31.5,Non-Veg
Mui Style Mutton Biryani Biryani (Veg),Tripura,Lunch,735,23.1,117.0,17.3,Non-Veg
Shyaphale Style Chicken Chettinad Biryani (Veg),Sikkim,Lunch,880,43.4,136.3,25.5,Non-Veg
Muthiya Fish Pulav Curry With Rice,Gujarat,Lunch,620,24.9,79.7,20.1,Non-Veg
Chicken Chettinad Pulav With Salad,Punjab,Lunch,691,37.2,79.4,17.5,Non-Veg
Mutton Curry Rasam Thali,Chhattisgarh,Lunch,721,32.2,88.9,26.2,Non-Veg
Roasted Fish With Rice Pulav With Salad,Telangana,Lunch,568,25.3,92.3,16.5,Non-Veg
Chicken Curry Curd Thali,Punjab,Lunch,622,39.1,95.3,23.5,Non-Veg
Mutton Biryani Pulav With Salad,Uttarakhand,Lunch,595,26.5,80.0,22.3,Non-Veg
Mutton Curry Pickle Thali,Jharkhand,Lunch,572,21.2,71.2,14.4,Non-Veg
Fara Fish Curry Curry With Rice,Chhattisgarh,Lunch,815,24.7,122.7,20.5,Non-Veg
Egg Curry Salad Thali,Punjab,Lunch,837,21.8,118.9,20.7,Non-Veg
Chicken Curry Pulav With Salad,Jharkhand,Lunch,668,41.1,98.2,16.3,Non-Veg
Chicken Curry Pulav With Salad,Bihar,Lunch,853,35.2,98.9,26.8,Non-Veg
Rajasthan Fish Curry With Chapati,Rajasthan,Lunch,645,44.6,79.4,16.0,Non-Veg
Fish Pulav Papad Thali,Mizoram,Lunch,739,31.7,90.7,17.4,Non-Veg
Uttarakhand Chicken Chettinad With Poriyal,Uttarakhand,Lunch,873,32.0,138.6,25.8,Non-Veg
Ringna Chicken Chettinad Curry With Rice,Gujarat,Lunch,517,28.4,66.3,16.9,Non-Veg
Egg Curry Chutney Thali,Meghalaya,Lunch,519,36.0,78.9,14.1,Non-Veg
Mutton Curry Pulav With Salad,Goa,Lunch,690,34.2,77.7,26.0,Non-Veg
Punjab Mutton Curry With Raita,Punjab,Lunch,707,24.8,97.5,27.3,Non-Veg
Phagshapa Fish Pulav Curry With Rice,Sikkim,Lunch,644,34.3,81.1,20.7,Non-Veg
Roasted Fish With Rice Dal Thali,Sikkim,Lunch,800,37.5,112.8,24.2,Non-Veg
Badi Chicken Chettinad Curry With Rice,Chhattisgarh,Lunch,631,35.0,93.3,18.5,Non-Veg
Bore Roasted Fish With Rice Curry With Rice,Chhattisgarh,Lunch,805,37.6,117.2,19.8,Non-Veg
Dalma Fish Pulav Curry With Rice,Odisha,Lunch,881,25.6,125.1,32.7,Non-Veg
Andhra Pradesh Mutton Curry With Chapati,Andhra Pradesh,Lunch,799,37.6,125.1,28.5,Non-Veg
Kosambari Fish Curry Curry With Rice,Karnataka,Lunch,673,25.7,76.3,22.8,Non-Veg
Egg Curry Pickle Thali,Assam,Lunch,866,31.5,119.2,26.3,Non-Veg
Kulcha Style Chicken Chettinad Biryani (Veg),Delhi,Lunch,604,31.3,87.4,20.0,Non-Veg
Kakka Style Chicken Biryani Biryani (Veg),Kerala,Lunch,767,21.2,113.0,29.7,Non-Veg
Surti Style Egg Curry Biryani (Veg),Gujarat,Lunch,739,38.7,104.4,23.0,Non-Veg
Egg Curry Pulav With Salad,Delhi,Lunch,666,32.9,97.8,21.7,Non-Veg
Fish Pulav Raita Thali,Chhattisgarh,Lunch,817,41.5,110.1,20.9,Non-Veg
Meghalaya Fish Curry With Sambar,Meghalaya,Lunch,572,30.4,75.3,14.0,Non-Veg
Gongura Fish Pulav Curry With Rice,Andhra Pradesh,Lunch,730,37.1,97.0,19.6,Non-Veg
Chicken Chettinad Pulav With Salad,Assam,Lunch,752,28.8,121.9,18.9,Non-Veg
Xaak Fish Pulav Curry With Rice,Assam,Lunch,697,33.1,90.2,24.6,Non-Veg
Chicken Chettinad Steamed Rice Thali,Odisha,Lunch,682,21.8,89.8,18.1,Non-Veg
Mutton Curry Salad Thali,Andhra Pradesh,Lunch,535,39.2,75.9,16.1,Non-Veg
Chicken Curry Raita Thali,Haryana,Lunch,708,42.8,115.0,15.9,Non-Veg
Anda Prawn Masala Curry With Rice,Mizoram,Lunch,532,31.3,85.3,15.4,Non-Veg
Kakka Roasted Fish With Rice Curry With Rice,Kerala,Lunch,762,36.1,88.0,17.5,Non-Veg
Tripura Chicken Biryani With Rasam,Tripura,Lunch,773,25.6,125.0,27.2,Non-Veg
Fish Curry Steamed Rice Thali,Punjab,Lunch,506,34.6,67.9,11.8,Non-Veg
Saag Style Mutton Biryani Biryani (Veg),Jharkhand,Lunch,569,41.0,73.6,14.1,Non-Veg
Fish Curry Poriyal Thali,Punjab,Lunch,638,33.2,81.3,23.9,Non-Veg
Sabji Prawn Masala Curry With Rice,Madhya Pradesh,Lunch,751,27.5,103.6,29.0,Non-Veg
Chicken Biryani Pulav With Salad,Chhattisgarh,Lunch,846,20.5,109.4,30.5,Non-Veg
Mizoram Chicken Chettinad With Steamed Rice,Mizoram,Lunch,500,24.2,71.7,13.4,Non-Veg
Chicken Curry Pickle Thali,Sikkim,Lunch,807,44.4,96.4,24.9,Non-Veg
Tilkut Mutton Biryani Curry With Rice,Madhya Pradesh,Lunch,685,35.2,109.8,16.5,Non-Veg
Bathua Style Fish Curry Biryani (Veg),Haryana,Lunch,851,33.1,102.5,19.0,Non-Veg
Sanna Style Mutton Curry Biryani (Veg),Goa,Lunch,766,41.8,112.8,27.3,Non-Veg
Makki Style Fish Curry Biryani (Veg),Punjab,Lunch,831,39.2,100.5,30.8,Non-Veg
Keerai Style Chicken Biryani Biryani (Veg),Tamil Nadu,Lunch,887,27.0,120.2,32.1,Non-Veg
Chicken Chettinad Papad Thali,Haryana,Lunch,858,20.1,113.8,31.1,Non-Veg
Ringna Fish Curry Curry With Rice,Gujarat,Lunch,891,22.3,124.3,22.0,Non-Veg
Mutton Curry Pulav With Salad,Mizoram,Lunch,659,30.4,92.2,23.8,Non-Veg
Fish Pulav Curd Thali,Himachal Pradesh,Lunch,871,23.6,126.5,21.1,Non-Veg
Dhuska Style Chicken Chettinad Biryani (Veg),Jharkhand,Lunch,616,31.8,94.8,14.3,Non-Veg
Bora Fish Pulav Curry With Rice,Tripura,Lunch,777,35.7,104.8,26.0,Non-Veg
Egg Curry Pulav With Salad,Jammu and Kashmir,Lunch,860,26.5,123.7,25.5,Non-Veg
Pitika Chicken Biryani Curry With Rice,Assam,Lunch,539,44.7,84.3,16.9,Non-Veg
Kakka Style Chicken Chettinad Biryani (Veg),Kerala,Lunch,811,39.1,116.7,20.3,Non-Veg
Chicken Chettinad Salad Thali,Punjab,Lunch,762,31.1,93.5,17.2,Non-Veg
Chicken Curry Pulav With Salad,Telangana,Lunch,621,34.8,91.0,15.7,Non-Veg
Himachal Pradesh Roasted Fish With Rice With Chapati,Himachal Pradesh,Lunch,780,42.0,109.1,19.3,Non-Veg
Chila Style Chicken Chettinad Biryani (Veg),Chhattisgarh,Lunch,761,39.2,116.6,17.2,Non-Veg
Punjab Mutton Biryani With Poriyal,Punjab,Lunch,889,41.2,126.5,32.7,Non-Veg
Prawn Masala Chapati Thali,Jharkhand,Lunch,839,43.2,112.7,22.9,Non-Veg
Uttarakhand Mutton Biryani With Chapati,Uttarakhand,Lunch,522,30.5,67.3,16.0,Non-Veg
Fish Curry Chutney Thali,Nagaland,Lunch,668,28.5,76.6,24.2,Non-Veg
Uttar Pradesh Mutton Biryani With Curd,Uttar Pradesh,Lunch,547,33.1,78.4,18.3,Non-Veg
Smoked Style Prawn Masala Biryani (Veg),Nagaland,Lunch,634,21.1,83.0,19.5,Non-Veg
Gujarat Fish Curry With Chutney,Gujarat,Lunch,747,43.8,108.4,25.3,Non-Veg
Mutton Curry Sambar Thali,Mizoram,Lunch,705,33.4,95.0,19.5,Non-Veg
Chhinam Style Fish Pulav Biryani (Veg),Mizoram,Lunch,519,34.6,69.8,19.1,Non-Veg
Dhuska Style Mutton Biryani Biryani (Veg),Jharkhand,Lunch,827,44.3,126.3,27.0,Non-Veg
Cholar Style Fish Pulav Biryani (Veg),West Bengal,Lunch,742,34.4,94.4,27.8,Non-Veg
Fish Pulav Pulav With Salad,Rajasthan,Lunch,721,25.4,86.0,19.9,Non-Veg
Bhinda Style Mutton Biryani Biryani (Veg),Gujarat,Lunch,798,43.6,104.4,27.1,Non-Veg
Roasted Fish With Rice Raita Thali,Maharashtra,Lunch,760,29.8,106.8,26.3,Non-Veg
Chicken Curry Chutney Thali,Tripura,Lunch,786,29.2,116.1,21.5,Non-Veg
Prawn Masala Salad Thali,Maharashtra,Lunch,692,41.4,103.3,16.2,Non-Veg
Aloo Style Egg Curry Biryani (Veg),West Bengal,Lunch,699,20.6,94.9,17.9,Non-Veg
Fish Pulav Pulav With Salad,Haryana,Lunch,872,23.1,130.5,27.7,Non-Veg
Jammu And Kashmir Egg Curry With Salad,Jammu and Kashmir,Lunch,812,22.9,93.9,18.1,Non-Veg
Mutton Curry Dal Thali,Tamil Nadu,Lunch,548,30.1,76.8,18.1,Non-Veg
Fish Curry Salad Thali,Haryana,Lunch,745,29.7,116.9,25.3,Non-Veg
Chicken Chettinad Roti Thali,Punjab,Lunch,647,20.6,105.0,20.8,Non-Veg
Bamboo Style Mutton Curry Biryani (Veg),Nagaland,Lunch,826,44.9,133.0,29.0,Non-Veg
Mutton Curry Pulav With Salad,Tamil Nadu,Lunch,794,38.2,112.6,27.0,Non-Veg
Vangi Style Fish Curry Biryani (Veg),Maharashtra,Lunch,731,31.5,104.2,20.8,Non-Veg
Fish Pulav Pulav With Salad,Odisha,Lunch,660,38.7,104.5,17.7,Non-Veg
Chicken Curry Curd Thali,Meghalaya,Lunch,857,44.5,107.9,27.4,Non-Veg
